driver_label,trip_start,x,y
0.0,1.0,0.0,0.0
0.0,0.0,-2.3,1.2
0.0,0.0,-4.6,2.5
0.0,0.0,-5.8,3.9
0.0,0.0,-7.1,5.0
0.0,0.0,-8.2,6.0
0.0,0.0,-8.3,6.9
0.0,0.0,-8.4,8.0
0.0,0.0,-7.4,9.4
0.0,0.0,-6.4,10.7
0.0,0.0,-5.5,13.0
0.0,0.0,-2.4,16.7
0.0,0.0,1.7,21.6
0.0,0.0,5.8,26.6
0.0,0.0,11.0,31.3
0.0,0.0,17.5,35.4
0.0,0.0,24.1,37.9
0.0,0.0,31.9,39.0
0.0,0.0,39.7,39.0
0.0,0.0,48.9,38.3
0.0,0.0,56.8,37.1
0.0,0.0,66.1,35.1
0.0,0.0,73.1,31.7
0.0,0.0,80.2,26.8
0.0,0.0,85.3,20.3
0.0,0.0,90.4,12.6
0.0,0.0,95.5,5.1
0.0,0.0,99.5,-1.9
0.0,0.0,103.4,-8.2
0.0,0.0,106.0,-13.6
0.0,0.0,109.9,-18.4
0.0,0.0,111.3,-22.6
0.0,0.0,113.8,-26.5
0.0,0.0,116.4,-30.2
0.0,0.0,121.1,-33.6
0.0,0.0,124.8,-36.4
0.0,0.0,128.3,-38.7
0.0,0.0,131.8,-40.8
0.0,0.0,134.2,-43.1
0.0,0.0,137.8,-45.4
0.0,0.0,140.2,-47.7
0.0,0.0,143.8,-50.1
0.0,0.0,147.3,-52.7
0.0,0.0,149.9,-55.7
0.0,0.0,152.4,-58.7
0.0,0.0,154.8,-61.6
0.0,0.0,157.3,-64.5
0.0,0.0,158.6,-67.0
0.0,0.0,161.0,-68.7
0.0,0.0,161.1,-69.6
0.0,0.0,162.2,-70.3
0.0,0.0,163.4,-71.3
0.0,0.0,164.7,-72.3
0.0,0.0,165.9,-73.5
0.0,0.0,167.2,-75.6
0.0,0.0,167.5,-78.7
0.0,0.0,166.7,-83.3
0.0,0.0,166.1,-89.7
0.0,0.0,165.9,-101.2
0.0,0.0,163.3,-112.0
0.0,0.0,160.8,-123.1
0.0,0.0,158.3,-135.0
0.0,0.0,154.9,-148.5
0.0,0.0,151.4,-162.5
0.0,0.0,149.2,-177.5
0.0,0.0,145.9,-192.9
0.0,0.0,142.6,-207.8
0.0,0.0,139.1,-222.5
0.0,0.0,134.6,-236.9
0.0,0.0,128.9,-251.5
0.0,0.0,119.9,-266.1
0.0,0.0,112.0,-281.1
0.0,0.0,101.9,-297.0
0.0,0.0,91.8,-313.8
0.0,0.0,81.7,-330.9
0.0,0.0,72.9,-349.4
