driver_label,trip_start,x,y
1.0,1.0,0.0,0.0
1.0,0.0,-5.6,4.2
1.0,0.0,-11.2,9.6
1.0,0.0,-17.0,13.8
1.0,0.0,-22.1,18.1
1.0,0.0,-27.7,23.4
1.0,0.0,-31.3,25.6
1.0,0.0,-33.3,27.7
1.0,0.0,-34.6,28.7
1.0,0.0,-36.2,28.7
1.0,0.0,-38.9,28.5
1.0,0.0,-42.6,28.4
1.0,0.0,-46.4,25.9
1.0,0.0,-50.8,22.3
1.0,0.0,-55.8,16.5
1.0,0.0,-61.6,9.4
1.0,0.0,-68.0,2.3
1.0,0.0,-74.7,-5.9
1.0,0.0,-81.8,-14.1
1.0,0.0,-88.6,-22.4
1.0,0.0,-95.1,-32.8
1.0,0.0,-101.5,-41.0
1.0,0.0,-107.4,-50.4
1.0,0.0,-112.8,-57.4
1.0,0.0,-116.7,-64.3
1.0,0.0,-119.1,-72.3
1.0,0.0,-118.2,-79.1
1.0,0.0,-113.6,-84.4
1.0,0.0,-105.5,-88.6
1.0,0.0,-96.7,-94.9
1.0,0.0,-87.9,-100.1
1.0,0.0,-79.0,-105.3
1.0,0.0,-70.2,-110.6
1.0,0.0,-61.7,-114.6
1.0,0.0,-54.3,-116.6
1.0,0.0,-47.3,-119.6
1.0,0.0,-40.3,-121.5
1.0,0.0,-33.9,-122.3
1.0,0.0,-28.7,-122.1
1.0,0.0,-23.8,-117.4
1.0,0.0,-19.4,-109.3
1.0,0.0,-15.3,-100.0
1.0,0.0,-11.5,-93.1
1.0,0.0,-8.2,-86.2
1.0,0.0,-5.0,-80.3
1.0,0.0,-1.6,-73.5
1.0,0.0,2.8,-67.6
1.0,0.0,8.2,-59.5
1.0,0.0,15.3,-53.5
1.0,0.0,23.2,-47.4
1.0,0.0,31.8,-42.5
1.0,0.0,41.1,-38.7
1.0,0.0,50.4,-36.0
1.0,0.0,59.3,-34.5
1.0,0.0,67.5,-34.1
1.0,0.0,74.7,-34.8
1.0,0.0,81.1,-36.8
1.0,0.0,87.0,-37.6
1.0,0.0,92.6,-39.5
1.0,0.0,98.5,-41.5
1.0,0.0,104.1,-43.5
1.0,0.0,109.7,-45.5
1.0,0.0,114.5,-49.7
1.0,0.0,117.9,-54.1
1.0,0.0,119.4,-58.5
1.0,0.0,118.5,-61.9
1.0,0.0,116.5,-65.3
1.0,0.0,113.8,-68.9
1.0,0.0,110.6,-72.4
1.0,0.0,108.4,-76.9
1.0,0.0,108.1,-81.5
1.0,0.0,109.2,-87.0
1.0,0.0,110.6,-92.6
1.0,0.0,112.3,-98.1
1.0,0.0,114.7,-102.4
1.0,0.0,117.2,-106.9
1.0,0.0,119.5,-109.0
1.0,0.0,121.8,-112.2
1.0,0.0,123.6,-113.2
1.0,0.0,124.7,-114.3
1.0,0.0,125.3,-114.3
1.0,0.0,125.5,-114.3
1.0,0.0,125.2,-113.2
1.0,0.0,125.2,-113.2
1.0,0.0,124.9,-112.1
1.0,0.0,124.8,-110.9
1.0,0.0,124.4,-109.9
1.0,0.0,124.4,-109.9
1.0,0.0,124.7,-109.8
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-109.8
1.0,0.0,124.7,-109.8
1.0,0.0,124.6,-109.8
1.0,0.0,124.5,-108.7
1.0,0.0,124.4,-108.8
1.0,0.0,124.3,-107.6
1.0,0.0,124.3,-107.6
1.0,0.0,124.3,-107.6
1.0,0.0,124.3,-107.6
1.0,0.0,124.2,-106.5
1.0,0.0,124.1,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-105.4
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,123.7,-105.4
1.0,0.0,123.5,-105.5
1.0,0.0,123.7,-105.4
1.0,0.0,123.7,-106.5
1.0,0.0,123.5,-105.5
1.0,0.0,123.7,-105.4
1.0,0.0,123.8,-104.3
1.0,0.0,123.7,-103.2
1.0,0.0,123.8,-103.2
1.0,0.0,123.8,-104.3
1.0,0.0,123.8,-105.4
1.0,0.0,123.8,-105.4
1.0,0.0,123.8,-105.4
1.0,0.0,123.9,-106.5
1.0,0.0,123.9,-106.5
1.0,0.0,124.1,-106.5
1.0,0.0,124.3,-106.5
1.0,0.0,124.4,-105.4
1.0,0.0,124.5,-106.5
1.0,0.0,124.6,-106.5
1.0,0.0,124.6,-106.5
1.0,0.0,124.6,-107.6
1.0,0.0,124.7,-108.7
1.0,0.0,124.7,-108.7
1.0,0.0,124.7,-108.7
1.0,0.0,124.7,-108.7
1.0,0.0,124.9,-109.8
1.0,0.0,124.9,-109.8
1.0,0.0,124.9,-109.8
1.0,0.0,124.8,-109.8
1.0,0.0,124.8,-109.8
1.0,0.0,124.8,-109.8
1.0,0.0,124.8,-109.8
1.0,0.0,124.8,-109.8
1.0,0.0,124.8,-109.8
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-110.9
1.0,0.0,124.8,-112.1
1.0,0.0,124.8,-112.1
1.0,0.0,124.7,-112.1
1.0,0.0,124.7,-112.1
1.0,0.0,124.7,-112.1
1.0,0.0,124.7,-112.1
1.0,0.0,124.7,-112.1
1.0,0.0,124.5,-112.1
1.0,0.0,124.5,-112.1
1.0,0.0,124.5,-112.1
1.0,0.0,124.5,-111.0
1.0,0.0,124.6,-111.0
1.0,0.0,124.6,-111.0
