driver_label,trip_start,x,y
0.0,1.0,0.0,0.0
0.0,0.0,-5.5,-1.6
0.0,0.0,-12.3,-3.3
0.0,0.0,-20.1,-5.0
0.0,0.0,-29.2,-6.7
0.0,0.0,-37.8,-8.4
0.0,0.0,-44.4,-10.4
0.0,0.0,-49.8,-11.8
0.0,0.0,-53.9,-15.3
0.0,0.0,-58.0,-20.1
0.0,0.0,-62.0,-27.0
0.0,0.0,-66.2,-34.6
0.0,0.0,-71.0,-42.5
0.0,0.0,-76.2,-50.9
0.0,0.0,-81.6,-60.3
0.0,0.0,-87.7,-70.3
0.0,0.0,-94.0,-80.8
0.0,0.0,-100.2,-91.6
0.0,0.0,-106.3,-103.3
0.0,0.0,-112.4,-115.5
0.0,0.0,-118.3,-128.1
0.0,0.0,-123.9,-141.6
0.0,0.0,-129.3,-154.7
0.0,0.0,-134.5,-166.9
0.0,0.0,-139.9,-178.8
0.0,0.0,-145.3,-189.4
0.0,0.0,-150.1,-198.2
0.0,0.0,-153.5,-206.0
0.0,0.0,-155.9,-211.3
0.0,0.0,-156.7,-215.4
0.0,0.0,-156.9,-216.6
0.0,0.0,-156.9,-216.6
0.0,0.0,-156.9,-216.6
0.0,0.0,-157.0,-217.9
0.0,0.0,-156.9,-221.4
0.0,0.0,-156.2,-226.8
0.0,0.0,-154.9,-233.9
0.0,0.0,-154.4,-241.4
0.0,0.0,-156.1,-250.1
0.0,0.0,-162.6,-258.5
0.0,0.0,-171.6,-263.6
0.0,0.0,-181.9,-264.8
0.0,0.0,-191.9,-261.4
0.0,0.0,-202.3,-257.2
0.0,0.0,-213.6,-252.8
0.0,0.0,-225.5,-250.2
0.0,0.0,-238.3,-249.3
0.0,0.0,-251.9,-250.0
0.0,0.0,-265.9,-251.9
0.0,0.0,-280.8,-254.1
0.0,0.0,-296.1,-256.4
0.0,0.0,-312.2,-258.7
0.0,0.0,-329.0,-260.3
0.0,0.0,-346.5,-262.6
0.0,0.0,-364.3,-265.4
0.0,0.0,-382.8,-268.5
0.0,0.0,-401.8,-272.4
0.0,0.0,-421.2,-276.9
0.0,0.0,-441.1,-281.0
0.0,0.0,-460.8,-285.2
0.0,0.0,-480.8,-288.4
0.0,0.0,-500.9,-291.3
0.0,0.0,-521.2,-294.7
0.0,0.0,-541.8,-297.8
0.0,0.0,-562.7,-301.0
0.0,0.0,-583.6,-304.6
0.0,0.0,-604.9,-308.3
0.0,0.0,-626.2,-312.1
0.0,0.0,-647.8,-315.6
0.0,0.0,-669.7,-318.7
0.0,0.0,-691.4,-321.7
0.0,0.0,-713.3,-324.9
0.0,0.0,-735.2,-328.4
0.0,0.0,-757.4,-330.6
0.0,0.0,-779.2,-332.4
0.0,0.0,-801.1,-333.2
0.0,0.0,-823.1,-333.0
0.0,0.0,-844.9,-332.8
0.0,0.0,-866.8,-331.7
0.0,0.0,-888.4,-329.9
0.0,0.0,-910.2,-327.6
0.0,0.0,-931.8,-324.3
0.0,0.0,-953.5,-320.3
0.0,0.0,-975.1,-315.8
0.0,0.0,-996.3,-311.2
0.0,0.0,-1017.6,-305.4
0.0,0.0,-1038.8,-299.1
0.0,0.0,-1059.9,-292.0
0.0,0.0,-1080.5,-285.1
0.0,0.0,-1101.5,-276.8
0.0,0.0,-1122.4,-268.6
0.0,0.0,-1143.2,-260.7
0.0,0.0,-1164.3,-252.7
0.0,0.0,-1185.5,-244.7
0.0,0.0,-1207.1,-236.9
0.0,0.0,-1228.8,-230.0
0.0,0.0,-1250.7,-223.9
0.0,0.0,-1273.0,-217.8
0.0,0.0,-1295.4,-213.2
0.0,0.0,-1318.1,-208.5
0.0,0.0,-1341.0,-205.1
0.0,0.0,-1364.2,-202.1
0.0,0.0,-1387.3,-200.5
0.0,0.0,-1410.6,-199.2
0.0,0.0,-1434.2,-199.1
0.0,0.0,-1458.0,-199.1
0.0,0.0,-1481.7,-199.7
0.0,0.0,-1505.3,-201.3
0.0,0.0,-1529.1,-203.1
0.0,0.0,-1552.7,-205.4
0.0,0.0,-1576.2,-208.2
0.0,0.0,-1599.8,-211.5
0.0,0.0,-1623.4,-215.1
0.0,0.0,-1646.9,-219.0
0.0,0.0,-1670.6,-222.8
0.0,0.0,-1694.7,-226.3
0.0,0.0,-1718.8,-230.3
0.0,0.0,-1743.2,-233.9
0.0,0.0,-1767.6,-237.5
0.0,0.0,-1791.9,-241.6
0.0,0.0,-1816.6,-245.3
0.0,0.0,-1841.3,-249.0
0.0,0.0,-1865.9,-252.2
0.0,0.0,-1890.4,-255.8
0.0,0.0,-1914.9,-259.0
0.0,0.0,-1939.2,-262.6
0.0,0.0,-1963.6,-265.6
0.0,0.0,-1987.6,-269.1
0.0,0.0,-2011.7,-272.5
0.0,0.0,-2035.5,-276.1
0.0,0.0,-2059.2,-279.1
0.0,0.0,-2082.8,-282.3
0.0,0.0,-2106.3,-285.5
0.0,0.0,-2129.7,-288.7
0.0,0.0,-2153.0,-292.4
0.0,0.0,-2176.1,-296.2
0.0,0.0,-2199.8,-298.7
0.0,0.0,-2223.1,-301.9
0.0,0.0,-2246.6,-305.2
0.0,0.0,-2270.0,-308.4
0.0,0.0,-2293.5,-311.6
0.0,0.0,-2317.0,-314.9
0.0,0.0,-2340.5,-318.2
0.0,0.0,-2364.0,-321.5
0.0,0.0,-2387.5,-324.9
0.0,0.0,-2411.1,-328.2
0.0,0.0,-2434.6,-331.3
0.0,0.0,-2458.1,-334.5
0.0,0.0,-2481.7,-337.3
0.0,0.0,-2505.0,-340.5
0.0,0.0,-2528.6,-343.7
0.0,0.0,-2552.0,-347.3
0.0,0.0,-2575.6,-350.5
0.0,0.0,-2599.0,-353.7
0.0,0.0,-2622.2,-357.6
0.0,0.0,-2645.7,-360.8
0.0,0.0,-2669.3,-364.5
