driver_label,trip_start,x,y
0.0,1.0,0.0,0.0
0.0,0.0,-0.6,0.7
0.0,0.0,-1.4,1.2
0.0,0.0,-1.0,1.7
0.0,0.0,-1.0,1.7
0.0,0.0,-0.6,1.6
0.0,0.0,-0.5,1.3
0.0,0.0,-0.7,1.7
0.0,0.0,-2.1,2.9
0.0,0.0,-3.6,5.3
0.0,0.0,-4.7,9.4
0.0,0.0,-5.8,14.3
0.0,0.0,-5.9,20.0
0.0,0.0,-6.2,26.4
0.0,0.0,-6.5,33.2
0.0,0.0,-7.4,39.7
0.0,0.0,-7.5,46.6
0.0,0.0,-7.7,53.0
0.0,0.0,-8.0,58.2
0.0,0.0,-8.0,62.8
0.0,0.0,-7.9,67.0
0.0,0.0,-7.6,70.9
0.0,0.0,-7.3,74.5
0.0,0.0,-7.4,78.3
0.0,0.0,-7.5,83.1
0.0,0.0,-7.2,89.1
0.0,0.0,-7.9,95.9
0.0,0.0,-8.1,106.1
0.0,0.0,-8.5,115.3
0.0,0.0,-7.5,124.9
0.0,0.0,-6.9,134.1
0.0,0.0,-6.8,143.0
0.0,0.0,-6.5,152.4
0.0,0.0,-6.1,161.7
0.0,0.0,-5.6,171.0
0.0,0.0,-5.5,180.7
0.0,0.0,-6.1,191.3
0.0,0.0,-5.2,203.8
0.0,0.0,-7.7,215.5
0.0,0.0,-9.0,227.2
0.0,0.0,-11.2,237.0
0.0,0.0,-11.6,247.1
0.0,0.0,-14.5,255.5
0.0,0.0,-16.9,264.6
0.0,0.0,-18.0,275.3
0.0,0.0,-19.6,286.3
0.0,0.0,-21.2,296.8
0.0,0.0,-22.3,308.6
0.0,0.0,-21.7,321.4
0.0,0.0,-20.6,333.5
0.0,0.0,-17.8,345.5
0.0,0.0,-14.1,356.4
0.0,0.0,-7.4,367.1
0.0,0.0,-1.3,376.0
0.0,0.0,5.0,384.3
0.0,0.0,11.5,392.2
0.0,0.0,19.2,400.3
0.0,0.0,27.3,408.4
0.0,0.0,34.6,416.3
0.0,0.0,42.9,424.8
0.0,0.0,50.7,433.5
0.0,0.0,58.9,442.5
0.0,0.0,66.9,451.3
0.0,0.0,75.3,460.0
0.0,0.0,83.7,468.4
0.0,0.0,92.7,477.0
0.0,0.0,100.9,485.4
0.0,0.0,110.1,494.1
0.0,0.0,118.6,502.7
0.0,0.0,127.1,511.2
0.0,0.0,135.8,519.8
0.0,0.0,144.3,528.5
0.0,0.0,152.5,536.7
0.0,0.0,160.9,544.9
0.0,0.0,169.1,553.0
0.0,0.0,177.5,561.2
0.0,0.0,186.1,569.7
0.0,0.0,194.8,578.1
0.0,0.0,203.1,586.3
0.0,0.0,211.8,594.7
0.0,0.0,220.0,602.9
0.0,0.0,228.4,610.8
0.0,0.0,236.8,618.9
0.0,0.0,245.0,626.9
0.0,0.0,253.3,635.2
0.0,0.0,261.4,643.4
0.0,0.0,269.9,651.8
0.0,0.0,278.1,660.1
0.0,0.0,286.1,668.8
0.0,0.0,294.4,678.2
0.0,0.0,302.3,687.3
0.0,0.0,309.7,696.6
0.0,0.0,316.9,706.4
0.0,0.0,324.0,716.4
0.0,0.0,331.1,726.7
0.0,0.0,337.8,737.2
0.0,0.0,344.3,747.6
0.0,0.0,350.6,758.4
0.0,0.0,356.7,768.9
0.0,0.0,362.5,779.4
0.0,0.0,368.5,790.6
0.0,0.0,374.3,801.8
0.0,0.0,380.1,813.0
0.0,0.0,385.6,824.3
0.0,0.0,391.1,835.9
0.0,0.0,396.2,847.5
0.0,0.0,401.6,859.3
0.0,0.0,406.7,870.7
0.0,0.0,411.6,882.4
0.0,0.0,416.4,893.8
0.0,0.0,421.0,905.4
0.0,0.0,425.9,917.4
0.0,0.0,430.3,929.5
0.0,0.0,434.3,941.3
0.0,0.0,438.1,953.5
0.0,0.0,442.1,965.5
0.0,0.0,446.0,977.8
0.0,0.0,449.5,989.9
0.0,0.0,452.9,1002.1
0.0,0.0,456.3,1014.2
0.0,0.0,459.7,1026.5
0.0,0.0,463.0,1038.7
0.0,0.0,466.2,1051.0
0.0,0.0,468.9,1063.1
0.0,0.0,471.9,1075.2
0.0,0.0,474.8,1087.4
0.0,0.0,477.9,1099.5
0.0,0.0,480.8,1111.7
0.0,0.0,484.0,1124.1
0.0,0.0,487.0,1136.4
0.0,0.0,489.9,1148.7
0.0,0.0,493.2,1161.3
0.0,0.0,496.0,1173.6
0.0,0.0,499.3,1186.2
0.0,0.0,502.4,1198.9
0.0,0.0,505.6,1211.9
0.0,0.0,509.1,1225.1
0.0,0.0,512.5,1238.3
0.0,0.0,515.6,1251.4
0.0,0.0,519.0,1264.7
0.0,0.0,522.0,1278.0
0.0,0.0,525.6,1291.5
0.0,0.0,528.9,1304.6
0.0,0.0,532.3,1317.8
0.0,0.0,536.3,1331.4
0.0,0.0,540.2,1345.7
0.0,0.0,544.5,1361.3
0.0,0.0,549.4,1377.9
0.0,0.0,554.9,1395.5
0.0,0.0,561.1,1413.5
0.0,0.0,567.7,1431.7
0.0,0.0,575.5,1450.7
0.0,0.0,583.5,1470.2
0.0,0.0,592.2,1490.3
0.0,0.0,601.9,1510.6
0.0,0.0,613.6,1531.0
0.0,0.0,626.6,1551.1
0.0,0.0,641.3,1571.2
0.0,0.0,656.7,1590.9
0.0,0.0,673.1,1610.0
0.0,0.0,690.2,1629.3
0.0,0.0,707.4,1648.2
0.0,0.0,725.7,1667.1
0.0,0.0,744.2,1686.4
0.0,0.0,762.8,1705.3
0.0,0.0,782.0,1724.1
0.0,0.0,801.3,1742.6
0.0,0.0,820.3,1760.7
0.0,0.0,839.3,1778.9
0.0,0.0,858.6,1797.0
0.0,0.0,877.3,1814.6
0.0,0.0,895.9,1832.6
0.0,0.0,914.9,1850.7
0.0,0.0,933.5,1868.5
0.0,0.0,952.4,1886.7
0.0,0.0,971.0,1904.6
0.0,0.0,989.9,1922.9
0.0,0.0,1008.3,1941.3
0.0,0.0,1026.5,1960.3
0.0,0.0,1043.3,1980.7
0.0,0.0,1058.8,2001.2
0.0,0.0,1072.1,2022.8
0.0,0.0,1084.1,2046.4
0.0,0.0,1094.6,2070.3
0.0,0.0,1104.3,2095.1
0.0,0.0,1112.2,2120.7
0.0,0.0,1119.7,2146.6
0.0,0.0,1126.6,2172.3
0.0,0.0,1133.9,2198.3
0.0,0.0,1140.9,2224.0
0.0,0.0,1147.9,2249.7
0.0,0.0,1154.3,2274.9
0.0,0.0,1161.3,2299.9
0.0,0.0,1167.6,2324.7
0.0,0.0,1174.6,2349.4
0.0,0.0,1181.8,2374.0
0.0,0.0,1189.2,2398.3
0.0,0.0,1196.1,2422.2
0.0,0.0,1203.3,2446.2
0.0,0.0,1210.3,2469.5
0.0,0.0,1218.3,2493.3
0.0,0.0,1226.4,2516.5
