driver_label,trip_start,x,y
1.0,1.0,0.0,0.0
1.0,0.0,-5.1,5.4
1.0,0.0,-10.9,10.0
1.0,0.0,-18.0,14.6
1.0,0.0,-30.2,18.1
1.0,0.0,-41.8,17.9
1.0,0.0,-53.9,16.6
1.0,0.0,-66.3,14.4
1.0,0.0,-78.4,12.0
1.0,0.0,-88.5,9.2
1.0,0.0,-96.4,7.3
1.0,0.0,-102.9,5.1
1.0,0.0,-108.2,3.8
1.0,0.0,-113.2,3.6
1.0,0.0,-117.0,6.5
1.0,0.0,-119.6,9.2
1.0,0.0,-120.7,13.0
1.0,0.0,-121.4,15.3
1.0,0.0,-121.5,15.3
1.0,0.0,-121.5,15.3
1.0,0.0,-121.5,15.3
1.0,0.0,-121.2,16.4
1.0,0.0,-121.2,16.4
1.0,0.0,-121.1,16.4
1.0,0.0,-121.0,16.4
1.0,0.0,-121.0,16.4
1.0,0.0,-120.9,16.4
1.0,0.0,-120.9,16.4
1.0,0.0,-120.8,16.4
1.0,0.0,-120.8,16.4
1.0,0.0,-120.4,17.4
1.0,0.0,-120.4,17.4
1.0,0.0,-120.4,17.4
1.0,0.0,-120.2,17.4
1.0,0.0,-120.1,17.4
1.0,0.0,-120.1,17.4
1.0,0.0,-120.1,17.4
1.0,0.0,-119.9,17.3
1.0,0.0,-119.8,17.3
1.0,0.0,-119.7,17.3
1.0,0.0,-119.7,17.3
1.0,0.0,-119.6,17.3
1.0,0.0,-119.6,17.3
1.0,0.0,-119.5,17.3
1.0,0.0,-119.4,17.2
1.0,0.0,-119.4,17.2
1.0,0.0,-119.3,17.2
1.0,0.0,-119.2,17.2
1.0,0.0,-119.0,17.2
1.0,0.0,-119.0,17.2
1.0,0.0,-118.8,17.1
1.0,0.0,-118.8,17.1
1.0,0.0,-118.8,17.1
1.0,0.0,-118.7,17.1
1.0,0.0,-118.5,17.1
1.0,0.0,-118.5,17.1
1.0,0.0,-118.4,17.1
1.0,0.0,-118.3,17.0
1.0,0.0,-118.2,17.0
1.0,0.0,-118.2,17.0
1.0,0.0,-118.0,17.0
1.0,0.0,-117.9,17.0
1.0,0.0,-118.0,15.8
1.0,0.0,-118.0,15.8
1.0,0.0,-117.9,15.8
1.0,0.0,-117.8,15.8
1.0,0.0,-117.7,15.8
1.0,0.0,-117.6,15.8
1.0,0.0,-117.5,15.8
1.0,0.0,-117.3,15.7
1.0,0.0,-117.3,15.7
1.0,0.0,-117.2,15.7
1.0,0.0,-117.2,15.7
1.0,0.0,-117.1,15.7
1.0,0.0,-117.0,15.7
1.0,0.0,-116.8,15.6
1.0,0.0,-116.8,15.6
1.0,0.0,-116.6,15.6
1.0,0.0,-116.5,15.6
1.0,0.0,-116.3,15.5
1.0,0.0,-116.2,15.5
1.0,0.0,-116.1,15.5
1.0,0.0,-116.0,15.5
1.0,0.0,-116.0,15.5
1.0,0.0,-116.0,15.5
1.0,0.0,-115.8,15.4
1.0,0.0,-115.8,15.4
1.0,0.0,-115.7,15.4
1.0,0.0,-115.6,15.4
1.0,0.0,-115.6,15.4
1.0,0.0,-115.5,15.4
1.0,0.0,-115.5,15.4
1.0,0.0,-115.4,15.4
1.0,0.0,-115.4,15.4
1.0,0.0,-115.5,15.4
1.0,0.0,-115.6,15.4
1.0,0.0,-115.6,15.4
1.0,0.0,-115.5,16.5
1.0,0.0,-115.5,16.5
1.0,0.0,-115.5,16.5
1.0,0.0,-115.5,16.5
1.0,0.0,-115.5,16.5
1.0,0.0,-115.5,16.5
1.0,0.0,-115.5,16.5
1.0,0.0,-115.6,16.5
1.0,0.0,-115.6,16.5
1.0,0.0,-115.6,16.5
1.0,0.0,-115.6,16.5
1.0,0.0,-115.7,16.6
1.0,0.0,-115.7,16.6
1.0,0.0,-115.7,16.6
1.0,0.0,-115.8,16.6
1.0,0.0,-115.8,16.6
1.0,0.0,-115.8,16.6
1.0,0.0,-115.6,17.7
1.0,0.0,-115.6,17.7
1.0,0.0,-115.6,17.7
1.0,0.0,-115.6,17.7
1.0,0.0,-115.7,17.7
1.0,0.0,-115.7,17.7
1.0,0.0,-115.7,17.7
1.0,0.0,-115.8,17.7
1.0,0.0,-115.8,17.7
1.0,0.0,-115.8,17.7
1.0,0.0,-115.6,18.8
1.0,0.0,-115.6,18.8
1.0,0.0,-115.6,18.8
1.0,0.0,-115.6,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,18.8
1.0,0.0,-115.7,19.9
1.0,0.0,-115.7,19.9
1.0,0.0,-115.7,19.9
1.0,0.0,-115.7,19.9
1.0,0.0,-115.8,20.0
1.0,0.0,-115.8,20.0
1.0,0.0,-115.8,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.0,20.0
1.0,0.0,-116.2,20.0
1.0,0.0,-116.2,20.0
1.0,0.0,-115.9,18.8
1.0,0.0,-114.9,16.4
1.0,0.0,-114.1,12.8
1.0,0.0,-113.5,10.4
1.0,0.0,-112.8,8.0
1.0,0.0,-112.4,5.7
1.0,0.0,-112.4,4.6
1.0,0.0,-112.6,4.6
1.0,0.0,-112.8,4.6
1.0,0.0,-112.7,5.7
1.0,0.0,-112.2,6.8
1.0,0.0,-110.2,8.7
1.0,0.0,-106.9,10.3
1.0,0.0,-102.2,11.7
1.0,0.0,-95.7,12.9
1.0,0.0,-88.3,14.9
1.0,0.0,-80.8,15.8
1.0,0.0,-72.4,16.6
1.0,0.0,-63.8,18.4
1.0,0.0,-55.9,20.4
1.0,0.0,-48.8,21.3
1.0,0.0,-41.8,21.2
1.0,0.0,-34.2,20.9
1.0,0.0,-25.9,19.4
1.0,0.0,-17.6,15.6
1.0,0.0,-9.5,10.7
1.0,0.0,-2.2,3.6
1.0,0.0,5.2,-3.5
1.0,0.0,13.3,-9.6
1.0,0.0,22.5,-14.6
1.0,0.0,32.5,-16.4
1.0,0.0,41.7,-18.2
1.0,0.0,50.0,-18.6
1.0,0.0,56.4,-20.9
1.0,0.0,61.2,-22.9
1.0,0.0,63.8,-24.5
1.0,0.0,65.5,-26.0
1.0,0.0,68.0,-26.4
1.0,0.0,71.9,-26.0
1.0,0.0,75.8,-23.3
1.0,0.0,80.2,-17.2
1.0,0.0,85.5,-10.3
1.0,0.0,92.0,-2.3
1.0,0.0,99.2,5.6
1.0,0.0,107.8,12.0
1.0,0.0,118.2,18.1
1.0,0.0,129.7,21.8
1.0,0.0,141.4,25.3
1.0,0.0,152.5,27.9
1.0,0.0,163.1,31.6
1.0,0.0,172.3,36.9
1.0,0.0,179.6,41.3
1.0,0.0,185.5,47.0
1.0,0.0,189.2,49.7
1.0,0.0,191.5,52.8
1.0,0.0,192.2,52.7
1.0,0.0,192.2,52.7
1.0,0.0,192.1,52.7
1.0,0.0,191.9,52.7
1.0,0.0,191.9,52.7
1.0,0.0,191.7,52.8
1.0,0.0,191.7,52.8
1.0,0.0,191.7,52.8
1.0,0.0,191.5,52.8
1.0,0.0,191.4,52.8
1.0,0.0,191.2,51.7
1.0,0.0,191.2,51.7
1.0,0.0,191.9,52.7
1.0,0.0,194.4,53.4
1.0,0.0,198.9,54.8
1.0,0.0,204.7,53.8
1.0,0.0,211.6,50.2
1.0,0.0,220.4,47.4
1.0,0.0,231.0,43.1
1.0,0.0,242.5,37.7
1.0,0.0,254.7,33.1
1.0,0.0,268.0,28.3
1.0,0.0,282.7,22.2
1.0,0.0,298.2,17.0
1.0,0.0,313.7,10.7
1.0,0.0,329.7,5.5
1.0,0.0,346.1,-1.1
1.0,0.0,363.7,-6.6
1.0,0.0,381.9,-12.2
1.0,0.0,401.1,-16.9
1.0,0.0,420.8,-21.7
1.0,0.0,440.9,-26.5
1.0,0.0,461.0,-32.6
1.0,0.0,481.8,-36.4
1.0,0.0,502.4,-41.4
1.0,0.0,523.0,-46.3
1.0,0.0,543.4,-51.2
1.0,0.0,563.9,-56.1
1.0,0.0,584.2,-61.0
1.0,0.0,604.7,-64.8
1.0,0.0,625.2,-69.7
1.0,0.0,645.4,-73.5
1.0,0.0,665.5,-78.3
1.0,0.0,685.5,-83.1
1.0,0.0,706.3,-87.0
1.0,0.0,727.0,-91.9
1.0,0.0,747.8,-96.9
