driver_label,trip_start,x,y
1.0,1.0,0.0,0.0
1.0,0.0,1.3,-0.2
1.0,0.0,1.4,-0.1
1.0,0.0,1.2,-0.2
1.0,0.0,1.2,-0.3
1.0,0.0,1.2,-0.3
1.0,0.0,2.3,-0.7
1.0,0.0,3.7,-0.8
1.0,0.0,5.2,-0.8
1.0,0.0,6.5,-1.0
1.0,0.0,6.6,-0.9
1.0,0.0,6.6,-0.9
1.0,0.0,6.1,-1.5
1.0,0.0,5.7,-1.9
1.0,0.0,5.4,-2.2
1.0,0.0,5.2,-2.4
1.0,0.0,5.1,-2.6
1.0,0.0,4.9,-2.8
1.0,0.0,4.8,-2.9
1.0,0.0,4.8,-3.0
1.0,0.0,4.7,-3.1
1.0,0.0,4.6,-3.2
1.0,0.0,4.5,-3.2
1.0,0.0,4.5,-3.2
1.0,0.0,4.5,-3.2
1.0,0.0,4.5,-3.3
1.0,0.0,4.5,-3.3
1.0,0.0,4.5,-3.3
1.0,0.0,4.5,-3.3
1.0,0.0,4.4,-3.4
1.0,0.0,4.4,-3.4
1.0,0.0,5.2,-4.1
1.0,0.0,5.2,-4.1
1.0,0.0,5.2,-4.1
1.0,0.0,5.2,-4.1
1.0,0.0,5.2,-4.2
1.0,0.0,5.2,-4.2
1.0,0.0,5.2,-4.2
1.0,0.0,5.2,-4.1
1.0,0.0,6.4,-4.5
1.0,0.0,8.4,-5.7
1.0,0.0,10.4,-8.5
1.0,0.0,8.0,-12.9
1.0,0.0,2.8,-20.7
1.0,0.0,-4.8,-31.1
1.0,0.0,-11.2,-43.7
1.0,0.0,-18.0,-58.5
1.0,0.0,-26.1,-74.6
1.0,0.0,-34.8,-91.6
1.0,0.0,-43.2,-110.1
1.0,0.0,-52.5,-129.3
1.0,0.0,-61.4,-150.1
1.0,0.0,-71.6,-170.6
1.0,0.0,-81.2,-192.0
1.0,0.0,-90.8,-213.6
1.0,0.0,-100.5,-235.2
1.0,0.0,-110.9,-255.9
1.0,0.0,-120.2,-277.0
1.0,0.0,-130.4,-297.5
1.0,0.0,-140.6,-317.9
1.0,0.0,-149.9,-339.1
1.0,0.0,-160.1,-359.5
1.0,0.0,-169.5,-380.8
1.0,0.0,-179.8,-401.4
1.0,0.0,-189.3,-422.7
1.0,0.0,-199.7,-443.3
1.0,0.0,-209.2,-464.7
1.0,0.0,-218.6,-486.0
1.0,0.0,-228.2,-507.5
1.0,0.0,-238.3,-528.0
1.0,0.0,-247.6,-549.2
1.0,0.0,-257.5,-569.2
1.0,0.0,-267.0,-588.7
1.0,0.0,-276.3,-608.2
1.0,0.0,-284.7,-628.2
1.0,0.0,-293.6,-647.2
1.0,0.0,-302.0,-665.6
1.0,0.0,-309.3,-684.3
1.0,0.0,-315.9,-702.4
1.0,0.0,-322.3,-720.2
1.0,0.0,-328.5,-737.6
1.0,0.0,-333.6,-755.7
1.0,0.0,-338.6,-773.6
1.0,0.0,-343.5,-791.3
1.0,0.0,-347.2,-809.6
1.0,0.0,-351.5,-826.7
1.0,0.0,-355.5,-843.3
1.0,0.0,-359.0,-859.4
1.0,0.0,-361.0,-875.5
1.0,0.0,-362.5,-891.1
1.0,0.0,-364.4,-905.3
1.0,0.0,-363.8,-918.4
1.0,0.0,-365.1,-930.3
1.0,0.0,-365.6,-941.2
1.0,0.0,-365.6,-949.9
1.0,0.0,-366.2,-955.6
1.0,0.0,-366.0,-958.8
1.0,0.0,-366.2,-962.5
1.0,0.0,-366.3,-966.0
1.0,0.0,-366.6,-968.1
1.0,0.0,-366.0,-969.1
1.0,0.0,-366.0,-969.0
1.0,0.0,-365.9,-968.9
1.0,0.0,-365.8,-968.8
1.0,0.0,-365.7,-968.7
1.0,0.0,-365.6,-968.5
1.0,0.0,-365.4,-968.4
1.0,0.0,-365.4,-968.4
1.0,0.0,-364.8,-969.3
1.0,0.0,-364.8,-971.0
1.0,0.0,-365.3,-973.3
1.0,0.0,-366.0,-975.8
1.0,0.0,-366.4,-978.1
1.0,0.0,-366.5,-981.5
1.0,0.0,-366.7,-986.9
1.0,0.0,-367.7,-993.3
1.0,0.0,-368.3,-1002.5
1.0,0.0,-370.0,-1014.8
1.0,0.0,-370.8,-1027.7
1.0,0.0,-371.0,-1041.7
1.0,0.0,-371.8,-1058.3
1.0,0.0,-372.2,-1076.0
1.0,0.0,-373.6,-1093.2
1.0,0.0,-375.1,-1110.6
1.0,0.0,-377.9,-1127.6
1.0,0.0,-381.1,-1143.3
1.0,0.0,-388.6,-1160.8
1.0,0.0,-396.8,-1175.4
1.0,0.0,-404.7,-1189.6
1.0,0.0,-414.1,-1202.2
1.0,0.0,-421.1,-1217.2
1.0,0.0,-430.0,-1230.9
1.0,0.0,-437.4,-1246.4
1.0,0.0,-444.9,-1261.8
1.0,0.0,-452.1,-1277.1
1.0,0.0,-457.1,-1293.3
1.0,0.0,-463.0,-1308.7
1.0,0.0,-467.3,-1325.8
1.0,0.0,-472.3,-1341.9
1.0,0.0,-476.6,-1359.0
1.0,0.0,-481.7,-1375.2
1.0,0.0,-487.0,-1391.8
1.0,0.0,-491.4,-1408.8
1.0,0.0,-496.3,-1424.9
1.0,0.0,-500.1,-1439.6
1.0,0.0,-502.8,-1453.1
1.0,0.0,-506.8,-1461.1
1.0,0.0,-507.7,-1469.1
1.0,0.0,-508.1,-1474.6
1.0,0.0,-509.4,-1479.6
1.0,0.0,-510.5,-1482.5
1.0,0.0,-511.4,-1483.6
1.0,0.0,-511.4,-1485.2
1.0,0.0,-511.6,-1487.2
1.0,0.0,-511.4,-1490.3
1.0,0.0,-510.5,-1494.5
1.0,0.0,-507.9,-1500.0
1.0,0.0,-504.0,-1507.6
1.0,0.0,-498.7,-1517.0
1.0,0.0,-495.1,-1526.5
1.0,0.0,-489.8,-1536.0
1.0,0.0,-482.4,-1544.6
1.0,0.0,-474.0,-1552.1
1.0,0.0,-462.4,-1561.2
1.0,0.0,-450.8,-1570.3
1.0,0.0,-438.4,-1580.1
1.0,0.0,-425.3,-1591.2
1.0,0.0,-412.5,-1602.2
1.0,0.0,-400.5,-1612.7
1.0,0.0,-387.7,-1623.8
1.0,0.0,-375.6,-1634.1
1.0,0.0,-363.5,-1644.4
1.0,0.0,-351.2,-1654.4
1.0,0.0,-338.0,-1665.0
1.0,0.0,-325.5,-1674.9
1.0,0.0,-312.2,-1685.4
1.0,0.0,-298.7,-1695.9
1.0,0.0,-286.1,-1705.6
1.0,0.0,-273.5,-1715.3
1.0,0.0,-261.8,-1724.4
1.0,0.0,-251.2,-1732.7
1.0,0.0,-241.8,-1740.9
1.0,0.0,-232.3,-1748.8
1.0,0.0,-222.7,-1755.1
1.0,0.0,-212.5,-1760.5
1.0,0.0,-200.9,-1766.1
1.0,0.0,-188.0,-1771.9
1.0,0.0,-174.2,-1776.8
1.0,0.0,-159.2,-1781.9
1.0,0.0,-143.9,-1786.7
1.0,0.0,-128.1,-1792.8
1.0,0.0,-112.9,-1799.4
1.0,0.0,-98.2,-1806.8
1.0,0.0,-84.2,-1814.9
1.0,0.0,-70.1,-1824.6
1.0,0.0,-56.6,-1835.0
1.0,0.0,-43.9,-1846.4
1.0,0.0,-32.1,-1858.7
1.0,0.0,-22.0,-1871.2
1.0,0.0,-11.9,-1885.6
1.0,0.0,-3.4,-1900.0
1.0,0.0,2.8,-1913.6
1.0,0.0,7.5,-1927.0
1.0,0.0,12.0,-1941.0
1.0,0.0,15.1,-1952.9
1.0,0.0,16.9,-1962.8
1.0,0.0,19.0,-1970.7
1.0,0.0,21.5,-1976.3
1.0,0.0,23.2,-1979.5
1.0,0.0,25.5,-1982.1
1.0,0.0,28.1,-1984.1
1.0,0.0,33.1,-1986.8
1.0,0.0,39.1,-1990.2
1.0,0.0,44.0,-1995.0
1.0,0.0,45.5,-2003.4
1.0,0.0,42.9,-2011.6
1.0,0.0,36.3,-2017.5
1.0,0.0,26.9,-2019.7
1.0,0.0,16.4,-2019.8
1.0,0.0,5.0,-2019.2
1.0,0.0,-7.4,-2018.0
1.0,0.0,-20.5,-2017.5
1.0,0.0,-34.5,-2018.3
1.0,0.0,-49.7,-2020.1
1.0,0.0,-65.2,-2022.4
1.0,0.0,-80.0,-2025.6
1.0,0.0,-95.8,-2028.4
1.0,0.0,-111.3,-2032.3
1.0,0.0,-127.0,-2036.6
1.0,0.0,-141.3,-2042.7
1.0,0.0,-156.3,-2047.8
1.0,0.0,-169.8,-2053.0
1.0,0.0,-182.7,-2057.6
1.0,0.0,-194.2,-2062.1
1.0,0.0,-205.0,-2066.1
1.0,0.0,-214.4,-2069.8
1.0,0.0,-222.2,-2073.8
1.0,0.0,-228.2,-2077.3
1.0,0.0,-232.0,-2081.6
1.0,0.0,-232.8,-2086.0
1.0,0.0,-233.1,-2087.9
